,mean_eta,mean_init_rho,mean_valid_obj,mean_valid_prob,mean_test_obj,mean_test_prob,mean_nonrob_prob,mean_nonrob_obj,mean_scenario_probs,mean_scenario_obj,0.25_eta,0.25_init_rho,0.25_valid_obj,0.25_valid_prob,0.25_test_obj,0.25_test_prob,0.25_nonrob_prob,0.25_nonrob_obj,0.25_scenario_probs,0.25_scenario_obj,0.75_eta,0.75_init_rho,0.75_valid_obj,0.75_valid_prob,0.75_test_obj,0.75_test_prob,0.75_nonrob_prob,0.75_nonrob_obj,0.75_scenario_probs,0.75_scenario_obj
0,0.01,1.0,-0.7137833066389027,0.04070833333333333,-0.7136480029068445,0.03899333333333333,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.01,1.0,-0.7693634656536816,0.0,-0.7548229116531604,0.0,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.01,1.0,-0.6683319883050812,0.0,-0.6804391159125072,0.001,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
1,0.05,1.0,-0.819385024105036,0.10264999999999999,-0.8190328053799821,0.10858,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.05,1.0,-0.8271845174094634,0.0025,-0.8288145352524443,0.003,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.05,1.0,-0.8099430686745073,0.05,-0.8094159647834429,0.06025,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
2,0.1,1.0,-0.8793963321253871,0.17336666666666667,-0.8802169442168228,0.17197333333333334,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.1,1.0,-0.8859901061997165,0.005,-0.8867053808011494,0.002,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.1,1.0,-0.8724016176635203,0.07625,-0.8729073868228063,0.0665,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
3,0.15,1.0,-0.899230960592631,0.19405,-0.8994271588893387,0.19047666666666666,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.15,1.0,-0.9065111127462027,0.0025,-0.9065230904613587,0.003,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.15,1.0,-0.8928040736381087,0.105625,-0.8931145305481327,0.08825,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
4,0.18,1.0,-0.9031445133379041,0.192275,-0.9037284262333077,0.19013,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.18,1.0,-0.9106995866063541,0.004375,-0.9114605287245525,0.001,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.18,1.0,-0.8972256306141883,0.113125,-0.8972046176434868,0.10575,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
5,0.2,1.0,-0.902959577419468,0.20036666666666667,-0.9036401483195002,0.1992833333333333,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.2,1.0,-0.9134363271465544,0.0,-0.9142866304986145,0.0,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.2,1.0,-0.8938282081157037,0.11875,-0.8945466672756068,0.10225000000000001,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
6,0.23,1.0,-0.9062802947759856,0.20076666666666665,-0.9078068526751095,0.20023333333333335,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.23,1.0,-0.9145672796009174,0.0025,-0.9166311998822021,0.005,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.23,1.0,-0.8973376095032188,0.12625,-0.8990137728358493,0.1245,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
7,0.25,1.0,-0.909333313104018,0.19840000000000002,-0.9105325750510017,0.19584666666666667,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.25,1.0,-0.9164592358144666,0.0025,-0.9178537492452628,0.0,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.25,1.0,-0.9024921241113576,0.135625,-0.903485228014416,0.12875,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
8,0.3,1.0,-0.9102218115709619,0.204625,-0.9110180306395002,0.20259,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.3,1.0,-0.9186878259233031,0.005,-0.9200325013212347,0.003,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.3,1.0,-0.903478355423953,0.1725,-0.9037081808612947,0.1525,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
9,0.33,1.0,-0.9106916392813185,0.207425,-0.9124897894353842,0.20341666666666666,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.33,1.0,-0.9200042012979603,0.009375,-0.9223305083000719,0.009,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.33,1.0,-0.9029758912679785,0.1575,-0.9044250794771087,0.15825,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
10,0.35,1.0,-0.9105959308822404,0.20705,-0.911730546119018,0.20393,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.35,1.0,-0.9195709862288216,0.01,-0.9213964563150595,0.01,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.35,1.0,-0.9022486790128773,0.18937500000000002,-0.9027040363787623,0.189,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
11,0.4,1.0,-0.9092271573982428,0.19965833333333333,-0.9087952472462344,0.19957,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.4,1.0,-0.9200757219782747,0.026875,-0.9235840191463467,0.025,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.4,1.0,-0.8973082072458577,0.17812499999999998,-0.8968596719750745,0.17225000000000001,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
12,0.45,1.0,-0.9087085335639279,0.19556666666666667,-0.909579648751346,0.19254,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.45,1.0,-0.9202914323851958,0.0325,-0.9219298125012876,0.0265,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.45,1.0,-0.8964858814489188,0.1925,-0.8982751321676645,0.19825,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
